t[s],wx[rad/s],wy[rad/s],wz[rad/s],q1,q2,q3,q4
0.332,0.691887,4.04356,-3.36145,0.155605,0.410408,-0.375483,0.816312
0.333,0.68781,4.04502,-3.36033,0.155572,0.411173,-0.375753,0.815809
0.334,0.683732,4.04646,-3.35922,0.155537,0.411936,-0.37602,0.815307
0.335,0.679654,4.0479,-3.35811,0.155499,0.412696,-0.376284,0.814808
0.336,0.675576,4.04932,-3.35701,0.15546,0.413454,-0.376545,0.814311
0.337,0.671498,4.05074,-3.35592,0.155418,0.41421,-0.376803,0.813815
0.338,0.66742,4.05215,-3.35483,0.155374,0.414963,-0.377058,0.813322
0.339,0.663342,4.05355,-3.35375,0.155328,0.415715,-0.377309,0.81283
0.34,0.659263,4.05494,-3.35267,0.15528,0.416463,-0.377558,0.81234
0.341,0.655185,4.05632,-3.3516,0.155229,0.41721,-0.377804,0.811852
0.342,0.651106,4.05769,-3.35054,0.155177,0.417954,-0.378047,0.811366
0.343,0.647028,4.05906,-3.34948,0.155122,0.418697,-0.378287,0.810882
0.344,0.642949,4.06041,-3.34843,0.155065,0.419436,-0.378524,0.8104
0.345,0.63887,4.06176,-3.34739,0.155006,0.420174,-0.378758,0.809919
0.346,0.634791,4.06309,-3.34635,0.154945,0.420909,-0.37899,0.809441
0.347,0.630712,4.06442,-3.34532,0.154882,0.421642,-0.379218,0.808964
0.348,0.626633,4.06574,-3.34429,0.154816,0.422373,-0.379444,0.808489
0.349,0.622554,4.06705,-3.34327,0.154749,0.423102,-0.379667,0.808016
0.35,0.618475,4.06835,-3.34226,0.15468,0.423828,-0.379887,0.807545
0.351,0.614396,4.06964,-3.34125,0.154608,0.424553,-0.380105,0.807076
0.352,0.610316,4.07093,-3.34025,0.154534,0.425275,-0.380319,0.806609
0.353,0.606237,4.0722,-3.33926,0.154458,0.425995,-0.380531,0.806143
0.354,0.602157,4.07346,-3.33827,0.154381,0.426712,-0.38074,0.80568
0.355,0.598078,4.07472,-3.33729,0.154301,0.427428,-0.380947,0.805218
0.356,0.593998,4.07597,-3.33632,0.154219,0.428141,-0.381151,0.804758
0.357,0.589919,4.07721,-3.33535,0.154135,0.428853,-0.381352,0.8043
0.358,0.585839,4.07844,-3.33439,0.154049,0.429562,-0.381551,0.803844
0.359,0.581759,4.07966,-3.33343,0.15396,0.430269,-0.381747,0.803389
0.36,0.57768,4.08087,-3.33248,0.15387,0.430973,-0.38194,0.802937
0.361,0.5736,4.08207,-3.33154,0.153778,0.431676,-0.382131,0.802486
0.362,0.56952,4.08327,-3.3306,0.153684,0.432377,-0.382319,0.802037
0.363,0.56544,4.08445,-3.32967,0.153588,0.433075,-0.382505,0.80159
0.364,0.56136,4.08563,-3.32875,0.153489,0.433771,-0.382688,0.801145
0.365,0.55728,4.0868,-3.32783,0.153389,0.434466,-0.382869,0.800702
0.366,0.5532,4.08796,-3.32692,0.153287,0.435158,-0.383047,0.80026
0.367,0.54912,4.08911,-3.32601,0.153182,0.435848,-0.383223,0.79982
0.368,0.54504,4.09025,-3.32512,0.153076,0.436536,-0.383396,0.799382
0.369,0.54096,4.09138,-3.32422,0.152968,0.437222,-0.383567,0.798946
0.37,0.536879,4.0925,-3.32334,0.152857,0.437906,-0.383735,0.798511
0.371,0.532799,4.09362,-3.32246,0.152745,0.438587,-0.383901,0.798079
0.372,0.528719,4.09473,-3.32159,0.152631,0.439267,-0.384065,0.797648
0.373,0.524639,4.09582,-3.32072,0.152515,0.439945,-0.384226,0.797219
0.374,0.520558,4.09691,-3.31986,0.152397,0.44062,-0.384385,0.796792
0.375,0.516478,4.09799,-3.31901,0.152276,0.441294,-0.384542,0.796366
0.376,0.512398,4.09906,-3.31816,0.152154,0.441966,-0.384696,0.795942
0.377,0.508317,4.10013,-3.31732,0.15203,0.442635,-0.384848,0.795521
0.378,0.504237,4.10118,-3.31649,0.151904,0.443303,-0.384998,0.7951
0.379,0.500156,4.10223,-3.31566,0.151776,0.443968,-0.385145,0.794682
0.38,0.496076,4.10326,-3.31484,0.151646,0.444632,-0.38529,0.794265
0.381,0.491995,4.10429,-3.31403,0.151515,0.445294,-0.385433,0.79385
0.382,0.487915,4.10531,-3.31322,0.151381,0.445953,-0.385574,0.793437
0.383,0.483834,4.10632,-3.31242,0.151245,0.446611,-0.385712,0.793026
0.384,0.479754,4.10732,-3.31162,0.151108,0.447266,-0.385849,0.792616
0.385,0.475673,4.10831,-3.31083,0.150968,0.44792,-0.385983,0.792208
0.386,0.471593,4.1093,-3.31005,0.150827,0.448572,-0.386115,0.791802
0.387,0.467512,4.11027,-3.30928,0.150683,0.449222,-0.386245,0.791397
0.388,0.463431,4.11124,-3.30851,0.150538,0.449869,-0.386372,0.790994
0.389,0.459351,4.1122,-3.30775,0.150391,0.450515,-0.386498,0.790593
0.39,0.45527,4.11315,-3.30699,0.150242,0.451159,-0.386622,0.790194
0.391,0.451189,4.11409,-3.30624,0.150091,0.451801,-0.386743,0.789796
0.392,0.447109,4.11502,-3.3055,0.149938,0.452441,-0.386862,0.7894
0.393,0.443028,4.11595,-3.30476,0.149784,0.453079,-0.38698,0.789006
0.394,0.438947,4.11686,-3.30403,0.149627,0.453716,-0.387095,0.788614
0.395,0.434867,4.11777,-3.30331,0.149469,0.45435,-0.387208,0.788223
0.396,0.430786,4.11867,-3.3026,0.149309,0.454982,-0.38732,0.787833
0.397,0.426705,4.11955,-3.30189,0.149146,0.455613,-0.387429,0.787446
0.398,0.422625,4.12044,-3.30118,0.148983,0.456241,-0.387536,0.78706
0.399,0.418544,4.12131,-3.30049,0.148817,0.456868,-0.387642,0.786676
0.4,0.414463,4.12217,-3.2998,0.148649,0.457493,-0.387745,0.786293
0.401,0.410383,4.12303,-3.29911,0.14848,0.458116,-0.387847,0.785912
0.402,0.406302,4.12387,-3.29844,0.148308,0.458737,-0.387946,0.785533
0.403,0.402221,4.12471,-3.29777,0.148135,0.459356,-0.388044,0.785156
0.404,0.398141,4.12554,-3.2971,0.14796,0.459974,-0.38814,0.78478
0.405,0.39406,4.12636,-3.29644,0.147783,0.460589,-0.388234,0.784405
0.406,0.389979,4.12717,-3.29579,0.147605,0.461203,-0.388326,0.784033
0.407,0.385898,4.12797,-3.29515,0.147424,0.461815,-0.388416,0.783662
0.408,0.381818,4.12877,-3.29451,0.147242,0.462425,-0.388505,0.783292
0.409,0.377737,4.12955,-3.29388,0.147058,0.463033,-0.388591,0.782925
0.41,0.373656,4.13033,-3.29326,0.146872,0.46364,-0.388676,0.782558
0.411,0.369576,4.1311,-3.29264,0.146685,0.464244,-0.388759,0.782194
0.412,0.365495,4.13186,-3.29203,0.146495,0.464847,-0.388841,0.781831
0.413,0.361414,4.13261,-3.29143,0.146304,0.465448,-0.38892,0.78147
0.414,0.357334,4.13336,-3.29083,0.146111,0.466047,-0.388998,0.78111
0.415,0.353253,4.13409,-3.29024,0.145916,0.466644,-0.389074,0.780752
0.416,0.349172,4.13482,-3.28965,0.145719,0.46724,-0.389148,0.780395
0.417,0.345092,4.13554,-3.28908,0.145521,0.467833,-0.389221,0.78004
0.418,0.341011,4.13625,-3.28851,0.145321,0.468425,-0.389292,0.779687
0.419,0.336931,4.13695,-3.28794,0.145119,0.469015,-0.389362,0.779335
0.42,0.33285,4.13764,-3.28738,0.144915,0.469604,-0.389429,0.778984
0.421,0.328769,4.13832,-3.28683,0.14471,0.47019,-0.389495,0.778636
0.422,0.324689,4.139,-3.28629,0.144503,0.470775,-0.38956,0.778288
0.423,0.320608,4.13967,-3.28575,0.144294,0.471358,-0.389623,0.777943
0.424,0.316528,4.14032,-3.28522,0.144083,0.47194,-0.389684,0.777599
0.425,0.312447,4.14097,-3.2847,0.143871,0.472519,-0.389743,0.777256
0.426,0.308366,4.14162,-3.28418,0.143657,0.473097,-0.389801,0.776915
0.427,0.304286,4.14225,-3.28367,0.143441,0.473673,-0.389858,0.776575
0.428,0.300205,4.14287,-3.28316,0.143223,0.474247,-0.389913,0.776237
0.429,0.296125,4.14349,-3.28267,0.143004,0.47482,-0.389966,0.775901
0.43,0.292044,4.1441,-3.28218,0.142783,0.475391,-0.390018,0.775566
0.431,0.287964,4.1447,-3.28169,0.14256,0.47596,-0.390068,0.775233
0.432,0.283883,4.14529,-3.28121,0.142336,0.476527,-0.390117,0.774901
0.433,0.279803,4.14587,-3.28074,0.14211,0.477093,-0.390165,0.77457
0.434,0.275722,4.14644,-3.28028,0.141882,0.477657,-0.390211,0.774241
0.435,0.271642,4.14701,-3.27982,0.141652,0.478219,-0.390255,0.773914
0.436,0.267562,4.14756,-3.27937,0.141421,0.47878,-0.390298,0.773588
0.437,0.263481,4.14811,-3.27893,0.141188,0.479338,-0.39034,0.773263
0.438,0.259401,4.14865,-3.27849,0.140953,0.479895,-0.39038,0.77294
0.439,0.25532,4.14918,-3.27806,0.140717,0.480451,-0.390419,0.772618
0.44,0.25124,4.14971,-3.27764,0.140478,0.481005,-0.390456,0.772298
0.441,0.24716,4.15022,-3.27722,0.140239,0.481557,-0.390492,0.771979
0.442,0.243079,4.15073,-3.27681,0.139997,0.482107,-0.390527,0.771662
0.443,0.238999,4.15123,-3.27641,0.139754,0.482656,-0.39056,0.771346
0.444,0.234919,4.15172,-3.27601,0.139509,0.483203,-0.390592,0.771032
0.445,0.230838,4.1522,-3.27562,0.139263,0.483748,-0.390622,0.770719
0.446,0.226758,4.15267,-3.27523,0.139015,0.484292,-0.390651,0.770408
0.447,0.222678,4.15313,-3.27486,0.138765,0.484834,-0.390679,0.770097
0.448,0.218597,4.15359,-3.27449,0.138513,0.485374,-0.390706,0.769789
0.449,0.214517,4.15404,-3.27413,0.13826,0.485913,-0.390731,0.769482
0.45,0.210437,4.15448,-3.27377,0.138006,0.48645,-0.390755,0.769176
0.451,0.206357,4.15491,-3.27342,0.137749,0.486985,-0.390778,0.768871
0.452,0.202276,4.15533,-3.27308,0.137491,0.487519,-0.3908,0.768568
0.453,0.198196,4.15574,-3.27274,0.137231,0.488051,-0.39082,0.768267
0.454,0.194116,4.15615,-3.27241,0.13697,0.488582,-0.390839,0.767966
0.455,0.190036,4.15654,-3.27209,0.136707,0.48911,-0.390857,0.767667
0.456,0.185956,4.15693,-3.27177,0.136443,0.489638,-0.390874,0.76737
0.457,0.181875,4.15731,-3.27146,0.136176,0.490163,-0.390889,0.767074
0.458,0.177795,4.15768,-3.27116,0.135908,0.490687,-0.390903,0.766779
0.459,0.173715,4.15805,-3.27086,0.135639,0.491209,-0.390916,0.766485
0.46,0.169635,4.1584,-3.27058,0.135368,0.49173,-0.390928,0.766193
0.461,0.165555,4.15875,-3.27029,0.135095,0.492249,-0.390939,0.765903
0.462,0.161475,4.15909,-3.27002,0.134821,0.492767,-0.390949,0.765613
0.463,0.157395,4.15942,-3.26975,0.134545,0.493282,-0.390957,0.765325
0.464,0.153315,4.15974,-3.26949,0.134267,0.493797,-0.390965,0.765038
0.465,0.149235,4.16005,-3.26923,0.133988,0.494309,-0.390971,0.764753
0.466,0.145155,4.16036,-3.26898,0.133707,0.49482,-0.390976,0.764469
0.467,0.141075,4.16066,-3.26874,0.133425,0.49533,-0.39098,0.764186
0.468,0.136994,4.16094,-3.26851,0.133141,0.495838,-0.390983,0.763905
0.469,0.132914,4.16122,-3.26828,0.132856,0.496344,-0.390985,0.763625
0.47,0.128834,4.16149,-3.26806,0.132568,0.496849,-0.390986,0.763346
0.471,0.124754,4.16176,-3.26784,0.13228,0.497352,-0.390986,0.763068
0.472,0.120674,4.16201,-3.26764,0.131989,0.497853,-0.390985,0.762792
0.473,0.116594,4.16226,-3.26744,0.131698,0.498353,-0.390982,0.762517
0.474,0.112515,4.1625,-3.26724,0.131404,0.498851,-0.390979,0.762244
0.475,0.108435,4.16273,-3.26705,0.131109,0.499348,-0.390975,0.761971
0.476,0.104355,4.16295,-3.26687,0.130813,0.499843,-0.39097,0.7617
0.477,0.100275,4.16316,-3.2667,0.130514,0.500337,-0.390964,0.76143
0.478,0.0961947,4.16337,-3.26653,0.130215,0.500829,-0.390956,0.761162
0.479,0.0921148,4.16356,-3.26637,0.129913,0.50132,-0.390948,0.760894
0.48,0.0880349,4.16375,-3.26622,0.129611,0.501809,-0.390939,0.760628
0.481,0.0839549,4.16393,-3.26607,0.129306,0.502296,-0.390929,0.760364
0.482,0.079875,4.1641,-3.26593,0.129,0.502782,-0.390918,0.7601
0.483,0.0757951,4.16426,-3.2658,0.128693,0.503266,-0.390907,0.759838
0.484,0.0717152,4.16442,-3.26567,0.128384,0.503749,-0.390894,0.759577
0.485,0.0676353,4.16457,-3.26555,0.128073,0.50423,-0.39088,0.759317
0.486,0.0635555,4.1647,-3.26544,0.127761,0.50471,-0.390866,0.759058
0.487,0.0594756,4.16483,-3.26534,0.127448,0.505188,-0.39085,0.758801
0.488,0.0553957,4.16495,-3.26524,0.127132,0.505665,-0.390834,0.758544
0.489,0.0513158,4.16507,-3.26514,0.126816,0.50614,-0.390817,0.758289
0.49,0.047236,4.16517,-3.26506,0.126497,0.506613,-0.390799,0.758036
0.491,0.0431561,4.16527,-3.26498,0.126178,0.507085,-0.39078,0.757783
0.492,0.0390763,4.16536,-3.26491,0.125856,0.507556,-0.39076,0.757532
0.493,0.0349964,4.16544,-3.26484,0.125534,0.508024,-0.39074,0.757281
0.494,0.0309166,4.16551,-3.26478,0.125209,0.508492,-0.390718,0.757032
0.495,0.0268367,4.16557,-3.26473,0.124883,0.508958,-0.390696,0.756784
0.496,0.0227569,4.16563,-3.26469,0.124556,0.509422,-0.390673,0.756538
0.497,0.018677,4.16567,-3.26465,0.124227,0.509885,-0.390649,0.756292
0.498,0.0145972,4.16571,-3.26462,0.123897,0.510346,-0.390625,0.756048
0.499,0.0105173,4.16574,-3.26459,0.123565,0.510806,-0.3906,0.755805
0.5,0.00643751,4.16576,-3.26458,0.123232,0.511264,-0.390574,0.755563
0.501,0.00235768,4.16578,-3.26457,0.122897,0.511721,-0.390547,0.755322
0.502,-0.00172216,4.16578,-3.26456,0.122561,0.512176,-0.390519,0.755082
0.503,-0.00580199,4.16578,-3.26457,0.122223,0.51263,-0.390491,0.754843
0.504,-0.00988183,4.16576,-3.26458,0.121883,0.513082,-0.390462,0.754606
0.505,-0.0139617,4.16574,-3.26459,0.121543,0.513533,-0.390433,0.75437
0.506,-0.0180415,4.16572,-3.26461,0.1212,0.513982,-0.390402,0.754134
0.507,-0.0221213,4.16568,-3.26464,0.120857,0.51443,-0.390371,0.7539
0.508,-0.0262012,4.16563,-3.26468,0.120511,0.514877,-0.390339,0.753667
0.509,-0.030281,4.16558,-3.26473,0.120165,0.515321,-0.390307,0.753435
0.51,-0.0343609,4.16552,-3.26478,0.119816,0.515765,-0.390274,0.753205
0.511,-0.0384407,4.16545,-3.26483,0.119467,0.516206,-0.39024,0.752975
0.512,-0.0425206,4.16537,-3.2649,0.119116,0.516647,-0.390206,0.752746
0.513,-0.0466004,4.16528,-3.26497,0.118763,0.517086,-0.390171,0.752519
0.514,-0.0506803,4.16519,-3.26505,0.118409,0.517523,-0.390135,0.752292
0.515,-0.0547601,4.16508,-3.26513,0.118054,0.517959,-0.390099,0.752067
0.516,-0.05884,4.16497,-3.26522,0.117697,0.518393,-0.390062,0.751843
0.517,-0.0629198,4.16485,-3.26532,0.117338,0.518826,-0.390024,0.75162
0.518,-0.0669997,4.16472,-3.26542,0.116978,0.519258,-0.389986,0.751398
0.519,-0.0710796,4.16459,-3.26554,0.116617,0.519688,-0.389947,0.751177
0.52,-0.0751595,4.16444,-3.26565,0.116254,0.520116,-0.389908,0.750957
0.521,-0.0792394,4.16429,-3.26578,0.11589,0.520543,-0.389868,0.750738
0.522,-0.0833193,4.16413,-3.26591,0.115525,0.520969,-0.389828,0.75052
0.523,-0.0873992,4.16396,-3.26605,0.115158,0.521393,-0.389787,0.750303
0.524,-0.0914791,4.16378,-3.2662,0.114789,0.521815,-0.389745,0.750087
0.525,-0.095559,4.16359,-3.26635,0.114419,0.522236,-0.389703,0.749873
0.526,-0.0996389,4.1634,-3.26651,0.114048,0.522656,-0.38966,0.749659
0.527,-0.103719,4.16319,-3.26667,0.113675,0.523074,-0.389617,0.749446
0.528,-0.107799,4.16298,-3.26685,0.113301,0.523491,-0.389574,0.749235
0.529,-0.111879,4.16276,-3.26703,0.112925,0.523906,-0.389529,0.749024
0.53,-0.115959,4.16253,-3.26721,0.112548,0.52432,-0.389485,0.748814
0.531,-0.120039,4.1623,-3.2674,0.11217,0.524733,-0.38944,0.748606
0.532,-0.124119,4.16205,-3.2676,0.11179,0.525143,-0.389394,0.748398
0.533,-0.128199,4.1618,-3.26781,0.111409,0.525553,-0.389348,0.748192
0.534,-0.132279,4.16154,-3.26802,0.111026,0.525961,-0.389301,0.747986
0.535,-0.136359,4.16127,-3.26824,0.110642,0.526368,-0.389254,0.747781
0.536,-0.140439,4.16099,-3.26847,0.110256,0.526773,-0.389206,0.747578
0.537,-0.144519,4.1607,-3.26871,0.109869,0.527176,-0.389158,0.747375
0.538,-0.148599,4.16041,-3.26895,0.109481,0.527579,-0.38911,0.747173
0.539,-0.152679,4.1601,-3.26919,0.109091,0.527979,-0.389061,0.746973
0.54,-0.156759,4.15979,-3.26945,0.1087,0.528379,-0.389012,0.746773
0.541,-0.160839,4.15947,-3.26971,0.108308,0.528777,-0.388962,0.746574
0.542,-0.164919,4.15914,-3.26998,0.107914,0.529173,-0.388912,0.746377
0.543,-0.168999,4.1588,-3.27025,0.107519,0.529568,-0.388862,0.74618
0.544,-0.173079,4.15846,-3.27053,0.107122,0.529962,-0.388811,0.745984
0.545,-0.177159,4.1581,-3.27082,0.106724,0.530354,-0.388759,0.745789
0.546,-0.181239,4.15774,-3.27111,0.106325,0.530744,-0.388708,0.745595
0.547,-0.185319,4.15737,-3.27142,0.105924,0.531134,-0.388656,0.745402
0.548,-0.1894,4.15699,-3.27172,0.105522,0.531521,-0.388603,0.74521
0.549,-0.19348,4.15661,-3.27204,0.105118,0.531908,-0.38855,0.745019
0.55,-0.19756,4.15621,-3.27236,0.104714,0.532293,-0.388497,0.744828
0.551,-0.20164,4.15581,-3.27269,0.104307,0.532676,-0.388444,0.744639
0.552,-0.20572,4.15539,-3.27302,0.1039,0.533058,-0.38839,0.744451
0.553,-0.209801,4.15497,-3.27337,0.103491,0.533439,-0.388336,0.744263
0.554,-0.213881,4.15454,-3.27371,0.103081,0.533818,-0.388281,0.744077
0.555,-0.217961,4.15411,-3.27407,0.102669,0.534196,-0.388226,0.743891
0.556,-0.222041,4.15366,-3.27443,0.102256,0.534572,-0.388171,0.743706
0.557,-0.226121,4.15321,-3.2748,0.101842,0.534947,-0.388116,0.743522
0.558,-0.230202,4.15274,-3.27518,0.101426,0.535321,-0.38806,0.74334
0.559,-0.234282,4.15227,-3.27556,0.101009,0.535693,-0.388004,0.743157
0.56,-0.238362,4.15179,-3.27595,0.10059,0.536064,-0.387948,0.742976
0.561,-0.242443,4.1513,-3.27634,0.100171,0.536433,-0.387891,0.742796
0.562,-0.246523,4.15081,-3.27675,0.0997496,0.536801,-0.387834,0.742617
0.563,-0.250603,4.1503,-3.27716,0.0993272,0.537167,-0.387777,0.742438
0.564,-0.254684,4.14979,-3.27757,0.0989035,0.537532,-0.38772,0.74226
0.565,-0.258764,4.14927,-3.27799,0.0984784,0.537896,-0.387662,0.742084
0.566,-0.262844,4.14874,-3.27842,0.098052,0.538258,-0.387605,0.741908
0.567,-0.266925,4.1482,-3.27886,0.0976243,0.538618,-0.387546,0.741733
0.568,-0.271005,4.14765,-3.2793,0.0971953,0.538978,-0.387488,0.741558
0.569,-0.275086,4.1471,-3.27975,0.0967649,0.539336,-0.38743,0.741385
0.57,-0.279166,4.14653,-3.28021,0.0963332,0.539692,-0.387371,0.741213
0.571,-0.283247,4.14596,-3.28067,0.0959002,0.540047,-0.387312,0.741041
0.572,-0.287327,4.14538,-3.28114,0.0954659,0.540401,-0.387253,0.74087
0.573,-0.291408,4.14479,-3.28162,0.0950303,0.540753,-0.387193,0.7407
0.574,-0.295488,4.14419,-3.2821,0.0945934,0.541104,-0.387134,0.740531
0.575,-0.299568,4.14359,-3.28259,0.0941552,0.541453,-0.387074,0.740363
0.576,-0.303649,4.14297,-3.28309,0.0937157,0.541801,-0.387014,0.740195
0.577,-0.30773,4.14235,-3.28359,0.0932748,0.542148,-0.386954,0.740028
0.578,-0.31181,4.14172,-3.2841,0.0928327,0.542493,-0.386894,0.739863
0.579,-0.315891,4.14108,-3.28462,0.0923893,0.542837,-0.386833,0.739698
0.58,-0.319971,4.14043,-3.28514,0.0919446,0.543179,-0.386773,0.739533
0.581,-0.324052,4.13977,-3.28567,0.0914986,0.54352,-0.386712,0.73937
0.582,-0.328132,4.13911,-3.28621,0.0910513,0.543859,-0.386651,0.739207
0.583,-0.332213,4.13843,-3.28675,0.0906027,0.544198,-0.38659,0.739045
0.584,-0.336293,4.13775,-3.2873,0.0901528,0.544534,-0.386529,0.738884
0.585,-0.340374,4.13706,-3.28786,0.0897017,0.54487,-0.386468,0.738724
0.586,-0.344455,4.13636,-3.28842,0.0892493,0.545203,-0.386407,0.738565
0.587,-0.348535,4.13565,-3.28899,0.0887956,0.545536,-0.386345,0.738406
0.588,-0.352616,4.13494,-3.28957,0.0883406,0.545867,-0.386283,0.738248
0.589,-0.356697,4.13421,-3.29015,0.0878844,0.546197,-0.386222,0.738091
0.59,-0.360777,4.13348,-3.29074,0.0874268,0.546525,-0.38616,0.737935
0.591,-0.364858,4.13273,-3.29134,0.0869681,0.546852,-0.386098,0.737779
0.592,-0.368939,4.13198,-3.29194,0.086508,0.547177,-0.386036,0.737624
0.593,-0.373019,4.13123,-3.29255,0.0860467,0.547501,-0.385974,0.73747
0.594,-0.3771,4.13046,-3.29317,0.0855841,0.547824,-0.385912,0.737317
0.595,-0.381181,4.12968,-3.29379,0.0851203,0.548145,-0.38585,0.737165
0.596,-0.385261,4.1289,-3.29442,0.0846552,0.548465,-0.385788,0.737013
0.597,-0.389342,4.1281,-3.29505,0.0841889,0.548783,-0.385725,0.736862
0.598,-0.393423,4.1273,-3.2957,0.0837213,0.5491,-0.385663,0.736711
0.599,-0.397503,4.12649,-3.29635,0.0832525,0.549416,-0.385601,0.736562
0.6,-0.401584,4.12567,-3.297,0.0827824,0.54973,-0.385538,0.736413
0.601,-0.405665,4.12484,-3.29767,0.0823111,0.550043,-0.385476,0.736265
0.602,-0.409746,4.12401,-3.29834,0.0818385,0.550354,-0.385413,0.736118
0.603,-0.413826,4.12316,-3.29901,0.0813647,0.550664,-0.385351,0.735971
0.604,-0.417907,4.12231,-3.29969,0.0808897,0.550973,-0.385288,0.735825
0.605,-0.421988,4.12145,-3.30038,0.0804134,0.55128,-0.385226,0.73568
0.606,-0.426068,4.12058,-3.30108,0.079936,0.551586,-0.385163,0.735536
0.607,-0.430149,4.1197,-3.30178,0.0794572,0.55189,-0.385101,0.735392
0.608,-0.43423,4.11881,-3.30249,0.0789773,0.552193,-0.385038,0.735249
0.609,-0.43831,4.11792,-3.3032,0.0784961,0.552495,-0.384976,0.735107
0.61,-0.442391,4.11701,-3.30393,0.0780137,0.552795,-0.384913,0.734965
0.611,-0.446472,4.1161,-3.30466,0.0775301,0.553094,-0.384851,0.734824
0.612,-0.450553,4.11517,-3.30539,0.0770452,0.553391,-0.384788,0.734684
0.613,-0.454633,4.11424,-3.30613,0.0765592,0.553687,-0.384726,0.734544
0.614,-0.458714,4.1133,-3.30688,0.0760719,0.553982,-0.384663,0.734406
0.615,-0.462795,4.11236,-3.30764,0.0755835,0.554275,-0.384601,0.734267
0.616,-0.466875,4.1114,-3.3084,0.0750938,0.554566,-0.384539,0.73413
0.617,-0.470956,4.11043,-3.30916,0.0746029,0.554857,-0.384477,0.733993
0.618,-0.475036,4.10946,-3.30994,0.0741108,0.555146,-0.384414,0.733857
0.619,-0.479117,4.10848,-3.31072,0.0736175,0.555433,-0.384352,0.733722
0.62,-0.483198,4.10749,-3.31151,0.073123,0.555719,-0.38429,0.733587
0.621,-0.487278,4.10649,-3.3123,0.0726274,0.556004,-0.384228,0.733453
0.622,-0.491359,4.10548,-3.3131,0.0721305,0.556288,-0.384166,0.73332
0.623,-0.495439,4.10446,-3.31391,0.0716324,0.556569,-0.384104,0.733187
0.624,-0.49952,4.10343,-3.31472,0.0711332,0.55685,-0.384043,0.733055
0.625,-0.5036,4.1024,-3.31554,0.0706327,0.557129,-0.383981,0.732923
0.626,-0.507681,4.10136,-3.31637,0.0701311,0.557407,-0.383919,0.732793
0.627,-0.511761,4.1003,-3.3172,0.0696283,0.557683,-0.383858,0.732662
0.628,-0.515842,4.09924,-3.31804,0.0691243,0.557958,-0.383797,0.732533
0.629,-0.519922,4.09817,-3.31889,0.0686192,0.558232,-0.383735,0.732404
0.63,-0.524003,4.09709,-3.31974,0.0681128,0.558504,-0.383674,0.732276
0.631,-0.528083,4.09601,-3.3206,0.0676053,0.558775,-0.383613,0.732148
0.632,-0.532164,4.09491,-3.32146,0.0670966,0.559044,-0.383552,0.732022
0.633,-0.536244,4.09381,-3.32233,0.0665868,0.559312,-0.383492,0.731895
0.634,-0.540324,4.09269,-3.32321,0.0660758,0.559578,-0.383431,0.73177
0.635,-0.544404,4.09157,-3.3241,0.0655636,0.559843,-0.383371,0.731645
0.636,-0.548485,4.09044,-3.32499,0.0650503,0.560107,-0.38331,0.73152
0.637,-0.552565,4.0893,-3.32588,0.0645358,0.560369,-0.38325,0.731396
0.638,-0.556645,4.08815,-3.32679,0.0640201,0.56063,-0.38319,0.731273
0.639,-0.560725,4.08699,-3.3277,0.0635033,0.56089,-0.38313,0.731151
0.64,-0.564805,4.08583,-3.32862,0.0629854,0.561148,-0.38307,0.731029
0.641,-0.568885,4.08465,-3.32954,0.0624663,0.561405,-0.383011,0.730907
0.642,-0.572965,4.08347,-3.33047,0.0619461,0.56166,-0.382951,0.730787
0.643,-0.577045,4.08228,-3.3314,0.0614247,0.561914,-0.382892,0.730667
0.644,-0.581125,4.08107,-3.33235,0.0609021,0.562166,-0.382833,0.730547
0.645,-0.585205,4.07986,-3.33329,0.0603785,0.562417,-0.382774,0.730428
0.646,-0.589285,4.07864,-3.33425,0.0598537,0.562667,-0.382716,0.73031
0.647,-0.593365,4.07742,-3.33521,0.0593277,0.562915,-0.382657,0.730192
0.648,-0.597444,4.07618,-3.33618,0.0588006,0.563162,-0.382599,0.730075
0.649,-0.601524,4.07493,-3.33715,0.0582724,0.563407,-0.382541,0.729958
0.65,-0.605604,4.07368,-3.33813,0.0577431,0.563651,-0.382483,0.729842
0.651,-0.609683,4.07242,-3.33912,0.0572127,0.563894,-0.382425,0.729727
0.652,-0.613763,4.07114,-3.34011,0.0566811,0.564135,-0.382368,0.729612
0.653,-0.617842,4.06986,-3.34111,0.0561484,0.564375,-0.38231,0.729498
0.654,-0.621921,4.06857,-3.34212,0.0556146,0.564613,-0.382253,0.729384
0.655,-0.626001,4.06727,-3.34313,0.0550796,0.56485,-0.382197,0.729271
